0,1,2,5,3,6,40,false,false,12,2,315
0,1,0,5,7,15,36,false,false,23,0,300
0,1,0,2,7,8,22,false,false,-7,2,319
0,1,1,11,2,20,50,false,false,5,0,317
0,1,0,11,2,12,7,false,false,1,0,329
0,1,1,3,6,9,51,false,false,4,1,322
0,1,1,11,3,12,22,false,false,-22,2,332
0,1,1,12,1,7,52,false,false,-8,0,314
0,1,2,4,2,18,44,true,false,15,2,320
0,1,0,1,1,11,25,true,false,-10,2,306
0,1,2,5,3,9,44,false,false,17,1,342
0,1,0,10,6,20,56,false,false,13,1,304
0,1,1,6,1,13,51,false,true,31,1,306
0,1,1,2,3,12,59,false,true,-18,0,304
0,1,2,10,2,7,30,false,false,15,2,357
0,1,1,4,3,17,17,false,true,23,0,287
0,1,2,12,6,17,15,false,false,-1,0,318
0,1,0,1,2,14,50,true,false,6,1,340
0,1,0,7,7,19,0,false,false,36,0,314
0,1,0,8,7,10,14,false,false,40,2,301
0,1,1,10,1,18,38,false,false,24,1,325
0,1,1,9,5,13,9,false,true,23,0,287
0,1,0,4,5,15,27,true,false,10,2,256
0,1,0,5,3,16,55,false,false,18,2,310
0,1,1,3,2,18,59,false,false,-4,2,329
0,1,1,12,1,9,27,false,false,-23,2,331
0,1,2,8,7,9,39,false,false,40,1,329
0,1,2,2,7,14,5,false,false,-18,0,342
0,1,0,5,3,8,41,false,false,24,2,358
0,1,0,4,1,14,28,false,true,21,0,283
0,1,0,1,6,7,44,false,false,-3,2,315
0,1,0,5,6,11,31,false,false,17,2,314
0,1,0,6,1,12,24,false,false,33,2,325
0,1,0,7,5,19,50,false,true,40,0,296
0,1,2,12,1,11,27,false,true,-10,0,300
0,1,0,7,1,8,57,false,true,39,0,284
0,1,1,3,6,14,12,false,false,-7,2,327
0,1,0,5,1,9,11,false,false,23,2,322
0,1,1,12,2,19,56,false,true,9,1,318
0,1,2,4,5,12,8,true,false,10,2,270
0,1,1,5,3,20,10,false,false,19,1,292
0,1,0,12,2,11,22,false,true,2,1,322
0,1,2,4,4,16,17,true,false,25,2,305
0,1,0,8,2,20,34,false,true,26,2,288
0,1,0,7,2,13,12,false,true,32,2,320
0,1,1,3,5,8,0,false,false,-18,2,345
0,1,0,3,2,18,42,false,false,9,1,353
0,1,1,1,2,20,38,false,false,8,1,313
0,1,0,3,6,14,14,false,false,0,2,333
0,1,2,8,7,11,3,false,false,39,0,313
0,1,2,8,6,17,6,false,false,31,2,317
0,1,2,1,5,10,50,true,false,-10,0,307
0,1,0,3,6,15,25,false,false,-11,2,317
0,1,0,4,5,11,23,false,false,18,2,300
0,1,0,8,5,8,1,false,true,29,2,327
0,1,2,1,2,8,27,false,false,-7,0,364
0,1,1,4,2,9,54,false,true,25,1,309
0,1,1,2,5,12,52,false,false,1,2,322
0,1,1,2,4,10,34,false,false,-3,2,322
0,1,0,5,5,13,53,false,false,22,1,307
0,1,0,3,5,12,21,false,false,-16,0,314
0,1,2,3,6,7,3,false,false,-25,0,313
0,1,2,12,2,17,33,true,false,-20,2,312
0,1,0,12,7,9,37,false,false,-20,0,308
0,1,1,11,2,11,41,false,false,3,2,356
0,1,0,9,1,19,12,false,false,18,2,351
0,1,1,1,1,12,51,true,false,-14,0,255
0,1,2,11,2,14,13,false,false,-22,0,316
0,1,0,1,5,19,46,true,false,-10,2,326
0,1,2,12,4,20,10,false,false,2,2,335
0,1,2,2,5,17,48,false,false,-21,2,357
0,1,0,1,5,16,6,true,false,3,2,293
0,1,1,10,5,9,22,false,false,24,1,333
0,1,0,3,4,8,41,false,false,-17,0,305
0,1,0,8,2,6,41,false,true,33,2,314
0,1,1,4,5,7,38,true,false,24,0,273
0,1,2,5,6,17,38,false,false,21,0,308
0,1,2,8,6,18,36,false,false,36,1,323
0,1,2,9,3,16,22,false,false,20,0,309
0,1,1,6,2,18,37,false,true,30,2,351
0,1,2,8,3,11,22,false,true,35,2,308
0,1,2,11,2,15,59,false,false,-14,0,343
0,1,0,10,2,7,1,false,false,11,2,347
0,1,2,5,6,16,21,false,false,24,1,333
0,1,1,2,2,20,19,false,true,6,1,308
0,1,0,2,5,20,47,false,true,-19,2,328
0,1,0,5,1,19,10,false,false,21,1,311
0,1,0,12,6,18,50,false,false,-8,2,347
0,1,2,9,7,16,23,false,false,14,0,324
0,1,1,2,4,7,35,false,false,-2,2,321
0,1,2,4,5,16,39,false,true,15,0,285
0,1,1,4,7,11,58,false,false,14,0,277
0,1,0,4,7,11,7,false,false,21,1,314
0,1,1,3,3,12,50,false,false,-19,0,322
0,1,2,7,4,13,48,false,true,34,1,297
0,1,0,2,6,10,14,false,false,-20,2,328
0,1,2,1,4,16,8,false,true,-23,2,335
